Id,SalePrice
214,125195.161055155
215,181395.181247841
216,202225.99382381
217,160133.843981728
218,236285.077018567
219,139416.34406283
220,177423.12797007
221,204788.99699225
222,157972.940969806
223,207033.393864471
224,164197.455570849
225,134126.471739592
226,199170.350878923
227,212855.901120064
228,195643.862058478
229,140091.271425131
230,175261.920725124
231,124948.990372415
232,167642.873504697
233,141997.318943827
234,122600.762084883
235,126329.503739128
236,125528.81891708
237,236035.047587975
238,121109.960004336
239,117923.750981326
240,170472.135244915
241,249077.22481772
242,197919.146615713
243,156357.3744264
244,179149.131180516
245,160627.341229329
246,147987.727702142
247,176407.168494275
248,123913.196703764
249,243401.567337735
250,141094.007379092
251,156122.107670624
252,203148.689967836
253,175748.100909652
254,218319.053413512
255,170784.30434907
256,133726.955554185
257,174936.621432552
258,134398.843942155
259,309427.747179704
260,114903.075401192
261,158094.147368377
262,190480.058232955
263,118979.982668686
264,124195.497594754
265,158658.604253724
266,184659.047562354
267,148598.839155721
268,91009.6946944245
269,130293.705903556
270,166730.847885137
271,188511.829865389
272,142485.010190822
273,164393.799781245
274,160172.879804053
275,174159.966834949
276,96172.0260452172
277,233199.92010401
278,193860.933470323
279,119561.944512776
280,185665.419756089
281,166247.858620302
282,242609.242924519
283,114649.417920693
284,261922.144425802
285,172164.042450612
286,197041.341480159
287,216052.669108945
288,179133.625141042
289,167855.99151185
290,138379.217636393
291,188815.521009294
292,174766.494518529
293,164738.479252678
294,152791.914024387
295,166262.782526598
296,135685.387783254
297,150406.498526847
298,116500.858966433
299,252241.082731122
300,131147.037882796
301,190158.037006927
302,129496.27918692
303,193953.888609696
304,189195.09826052
305,130000.424543981
306,219320.496184157
307,140991.980833788
308,196586.510614367
309,112233.031676956
310,220256.267983872
311,156680.89571362
312,138763.437300441
313,189366.933288425
314,158619.674402636
315,114793.272767628
316,138010.246923087
317,199295.550656829
318,185101.734105667
319,178036.30575379
320,163229.469396726
321,206195.274059585
322,126444.425919381
323,123802.78159725
324,254899.51738481
325,123652.659652947
326,202652.506430588
327,155840.166604254
328,164438.704297772
329,224401.507348022
330,193997.436151717
331,188231.597604317
332,178989.054309425
333,124158.210759865
334,124217.522192618
335,134196.197982512
336,169493.966795872
337,185719.462292615
338,136457.438255997
339,195289.128485896
340,85569.881701465
341,164622.530923851
342,211198.246996643
343,100902.949313365
344,211453.871025506
345,201603.426892767
346,185089.292362021
347,102914.206680945
348,140817.162893844
349,126682.9914313
350,154369.969772081
351,187155.376319846
352,127720.827114227
353,138214.886087459
354,164157.755992993
355,170212.247228911
356,169357.887348214
357,121682.178838803
358,183492.974625022
359,223571.263208821
360,149955.632367774
361,140275.143995222
362,127795.705363873
363,168213.394879366
364,146562.573861069
365,182790.862499554
366,164123.984375786
367,117607.632149917
368,209707.462552535
369,178056.174038056
370,182576.897684224
371,168260.957478511
372,226537.844803873
373,185903.116458774
374,183292.499994407
375,194950.741926815
376,191438.027748663
377,156840.291969173
378,151222.096542524
379,131871.924178997
380,162537.137825443
381,200584.74544933
382,186817.614057236
383,104523.931315654
384,170621.311445769
385,228330.548569544
386,121653.650160197
387,204121.366447334
388,207826.092452109
389,94707.5802743556
390,168584.582627898
391,180700.482063025
392,105972.249914432
393,140734.924037207
394,160451.231926459
395,203361.381115184
396,199122.461060761
397,133579.528817981
398,156763.721778617
399,140208.991944209
400,139656.989178085
401,144489.9366835
402,162283.154087046
403,185284.464969565
404,179957.938344954
405,149992.924574134
406,123980.957301271
407,101724.394099767
408,165071.940368342
409,125885.501860625
410,206352.359180952
411,146176.485337198
412,139224.212671703
413,136170.769757903
414,202574.091706243
415,165092.167520466
416,193355.769975314
417,187167.686019098
418,162961.793805328
419,138489.961573686
420,198491.43695651
421,146007.197280703
422,192910.833646924
423,142921.615263134
424,205912.969992246
425,201247.120228384
426,207308.256685646
427,147610.598068538
428,177684.888633114
429,221635.35228025
430,159238.872472563
431,202079.91716297
432,157956.39270536
433,139031.446005928
434,131023.150547552
435,176017.286515632
436,207441.260797671
437,169271.577458967
438,158892.903622499
439,167420.79610398
440,177527.182363134
441,168454.507915887
442,109650.313999424
443,143198.065825199
444,139606.093975604
445,208035.274924082
446,176639.24698865
447,196040.229224625
448,204333.398377297
449,224279.039226756
450,211868.771669147
451,131836.21296965
452,128068.07930372
453,150809.678027536
454,129837.503219011
455,156586.007878207
456,159558.109072344
457,152971.819158793
458,234293.524324375
459,181844.68811314
460,163966.39545322
461,276668.800843184
462,183443.57748389
463,192182.458351404
464,252134.872155234
465,151454.597630184
466,192964.105910298
467,177916.917703004
468,202164.503551669
469,170944.36799177
470,194384.958890727
471,168189.906600659
472,221173.976342346
473,191627.197724321
474,179882.534848883
475,199484.500788491
476,90914.7861991632
477,204998.820231973
478,155939.552420736
479,156364.683551593
480,180252.290780704
481,203525.330808676
482,192861.553882516
483,170045.299145082
484,120633.270860347
485,180800.539245153
486,214838.111437721
487,170096.15798386
488,208307.981426738
489,149489.316184978
490,145797.314598342
491,103823.126913577
492,177382.217239052
493,199386.075677605
494,142541.460163443
495,190818.212165823
496,88684.6886161575
497,133590.095052204
498,163633.840186669
499,188531.701797775
500,197905.25947213
501,110515.572377632
502,148466.739108836
503,193182.384958338
504,144803.744540474
505,206614.848871123
506,203300.8110369
507,222931.885772145
508,162398.017289918
509,235996.277129775
510,133924.741275372
511,222944.744087875
512,159768.606933672
513,185493.670789708
514,144743.407769634
515,192600.852844399
516,204198.220409983
517,220407.834704574
518,178491.282804404
519,169084.411913532
520,187755.231966954
521,158101.064028509
522,167261.390424982
523,151424.703491997
524,139968.404002129
525,209599.666912484
526,162632.628669048
527,180582.054801549
528,163134.239489409
529,221411.635427648
530,187949.450182394
531,186371.23475932
532,131739.822692538
533,204591.585215217
534,177741.538554033
535,193046.560002182
536,225935.235020584
537,188431.264820566
538,213262.605313642
539,229683.970414637
540,94491.4332567814
541,143472.016468699
542,133162.653881096
543,160187.8143999
544,154685.692010642
545,166809.308489254
546,138833.147862352
547,189705.589441112
548,161673.96586071
549,129182.97868465
550,129323.615072726
551,161615.729016421
552,190005.928782565
553,108191.87761105
554,232616.734253541
555,177388.681108457
556,188045.514172788
557,232141.853966906
558,183994.811919251
559,116907.153977035
560,133106.705638934
561,141638.724246147
562,163972.276295005
563,112201.985402001
564,251161.541169426
565,222967.823176345
566,195464.046142783
567,225571.496524872
568,127168.997569473
569,181574.161105205
570,212102.79565272
571,160384.981141451
572,124780.066631672
573,163404.724079128
574,164228.702252361
575,185694.600801938
576,148749.297948579
577,193493.472246294
578,181001.115516247
579,202760.875087591
580,133866.892421604
581,166010.718639184
582,147132.517079339
583,195180.397531233
584,131235.119106147
585,171779.265988964
586,237070.488868801
587,199836.787104061
588,211291.04745285
589,149456.257412866
590,150264.190220717
591,204304.365233589
592,235453.390270954
593,211777.119030648
594,255137.788288553
595,133418.824337634
596,165784.178504535
597,207066.852196594
598,180672.714891622
599,187471.016746972
600,145162.02726462
601,209136.971418498
602,201883.089966675
603,131224.490252029
604,183316.752309813
605,96939.8887800588
606,120071.772990728
607,154891.189936076
608,169896.318251258
609,213036.647381604
610,197343.725713829
611,134575.264348128
612,110992.008049394
613,141659.803171565
614,219326.463104973
615,91591.2359360706
616,194662.699471571
617,186246.231606383
618,192018.29540661
619,193873.568655712
620,139856.259673915
621,181475.709882052
622,190405.870147057
623,255185.76450942
624,181390.354404275
625,151209.378637513
626,188442.982129214
627,201863.618040518
628,181667.737783487
629,242353.016751746
630,132202.904581777
631,171599.204735682
632,140548.967376627
633,183109.393033443
634,209411.288599139
635,180575.986120989
636,149384.762159091
637,164471.57799961
638,185135.32038962
639,151854.17136552
640,129592.503294918
641,237337.194130177
642,180207.952320425
643,223329.142924129
644,167961.322931276
645,147208.120116152
646,135174.891420082
647,215007.944245673
648,139113.576002137
649,244071.951577173
650,197904.378455071
651,95002.9948333167
652,171950.709257941
653,135284.782313912
654,138693.399377161
655,149062.73274226
656,223705.951049683
657,178496.605205781
658,132748.392342777
659,174005.917156871
660,161692.554561487
661,162769.968235069
662,159065.618239007
663,180665.727492209
664,196457.294621555
665,221025.328299366
666,196766.323845872
667,151740.620633304
668,188639.698886754
669,165932.632005774
670,104679.420437611
671,133242.088274415
672,177687.33648206
673,132410.610285222
674,220466.410614861
675,171147.25404181
676,181256.377469508
677,201036.900301348
678,161846.261018547
679,200041.959442904
680,149287.529058283
681,153279.947056671
682,186013.81736609
683,195888.342735821
684,145785.140432951
685,186861.845635157
686,134148.68910072
687,198659.073042079
688,178955.046502146
689,175388.124084752
690,200967.179484971
691,180161.885238203
692,175058.103998681
693,149371.463402861
694,207504.086272843
695,173969.311456011
696,179492.176829101
697,185299.314361983
698,131710.823219966
699,155881.917338207
700,205364.98163092
701,185230.286302535
702,192584.200545576
703,210070.087971278
704,209830.466042779
705,128407.608104506
706,160634.445985676
707,165435.408876144
708,208443.829872013
709,196739.602456741
710,103449.828003466
711,169773.159763249
712,163108.051764918
713,151795.142169965
714,173075.916884365
715,115398.544957595
716,140042.034745565
717,178947.027465262
718,192325.34427936
719,148372.658981864
720,180542.959813328
721,177954.211810776
722,153653.043927535
723,156860.892553206
724,180508.90931254
725,155961.05570134
726,147613.021128975
727,145586.475811163
728,142877.732901523
729,185797.841878467
730,199458.312335124
731,225254.308283167
732,189057.234048913
733,163193.419675328
734,195059.121627879
735,155483.153060332
736,192942.749571275
737,177800.164577433
738,189984.150538819
739,154009.454787628
740,156926.716901375
741,189159.867338414
742,99718.9789888468
743,139458.624344336
744,196276.871522934
745,159262.667961758
746,194449.094965996
747,196145.317668702
748,100870.679552346
749,181663.432879911
750,201480.226090233
751,158412.251282177
752,200609.36471944
753,298362.218587722
754,216132.056143212
755,180066.693361795
756,211455.810639359
757,255954.534248433
758,174997.143484048
759,216309.315172019
760,150203.860994044
761,199371.315745126
762,141334.464415073
763,211924.371091866
764,210252.926665813
765,208603.037070375
766,201291.304552614
767,231826.477500898
768,177026.780774223
769,110905.087971694
770,237490.176265788
771,157797.985695431
772,172756.501041546
773,186951.32626845
774,191773.094938514
775,178810.942896947
776,171343.807863751
777,275922.136293428
778,138409.332424079
779,156991.5244507
780,194132.550764685
781,222219.678875975
782,152519.01887025
783,154112.210316973
784,111235.983511895
785,134669.354862864
786,93174.7667076797
787,165640.105112065
788,189887.198154129
789,196278.028675418
790,175916.025750749
791,175272.42536188
792,205408.945126024
793,142969.740456721
794,149605.725107243
795,126821.615222383
796,230311.076802667
797,157356.739045868
798,165232.005805782
799,135041.602421524
800,163263.624468654
801,171694.121944776
802,164437.599621929
803,179506.813688826
804,147913.549491297
805,150504.282757644
806,160687.870143968
807,160808.822350708
808,198213.889824346
809,158586.309177916
810,146199.960387561
811,225035.82305213
812,191207.520638534
813,121452.365427171
814,200093.594537804
815,144234.034257143
816,226474.613253821
817,232130.816114493
818,224028.274935489
819,343636.422770885
820,163121.408303953
821,190963.340350328
822,213624.563447097
823,152619.064162966
824,134931.993498073
825,196704.775956493
826,249133.561510744
827,211160.262096425
828,202803.38247391
829,193761.271297554
830,148228.502785378
831,179352.198922296
832,166231.416376246
833,159881.8606232
834,158002.899666144
835,191393.243631798
836,234011.182646174
837,158115.253902311
838,164719.120329329
839,146251.257564226
840,150226.477865068
841,111424.517326227
842,203250.348499882
843,124814.23889697
844,189744.815326708
845,127549.790189814
846,134922.87407681
847,167398.211028269
848,166407.723927886
849,153484.929411979
850,156663.471038154
851,136470.969095219
852,195854.874552326
853,166248.826063287
854,150428.659527083
855,165587.423424954
856,124676.086548611
857,129271.788977249
858,246002.922839182
859,171407.158139762
860,200759.764159097
861,237907.468095013
862,211297.062190115
863,190751.006796783
864,213983.474196626
865,256920.416870681
866,194933.205594281
867,214091.331618133
868,139055.264891574
869,142101.592540206
870,176112.458684702
871,182869.071687146
872,123304.313044836
873,218576.090490123
874,141891.808170944
875,189344.695979973
876,181969.700667997
877,150227.19142014
878,162594.196757853
879,153944.153452828
880,283119.616770021
881,169104.682293534
882,172189.84373844
883,237723.724559301
884,185709.366859928
885,136752.617411631
886,131186.324491156
887,153468.170740926
888,188514.530576536
889,241716.536794457
890,187509.098940969
891,201618.432664357
892,230848.56290051
893,107123.695991237
894,192384.890699637
895,169528.097380555
896,147083.034850058
897,158789.452954129
898,121682.335747943
899,213702.321222875
900,153549.295579956
901,127786.107043159
902,185182.816933441
903,181341.445982416
904,132115.908689684
905,200972.96744585
906,258495.884621178
907,175001.158684689
908,157001.286561717
909,147666.514325229
910,151307.678746019
911,178789.214839397
912,122707.677447576
913,186168.277863077
914,220684.677417022
915,150030.755781203
916,194324.764552243
917,205598.276631244
918,136297.040787064
919,183139.194023001
920,174528.002342527
921,155011.177201108
922,112068.428602005
923,214043.279706292
924,256710.335034406
925,164283.074082089
926,155944.501338618
927,194172.340407877
928,172007.940701436
929,138330.155889883
930,186493.258205762
931,196870.407845479
932,154740.571706301
933,94425.6800838937
934,195870.661556162
935,191511.772444176
936,161647.37663939
937,174658.581593535
938,168460.915251024
939,188555.529175374
940,230914.260809432
941,199164.007519986
942,191440.367492578
943,209480.889512983
944,241056.679205697
945,200077.489770311
946,235789.626114517
947,200956.054745642
948,137566.786530985
949,160139.828624981
950,138883.179332255
951,131981.120504244
952,190271.108974724
953,192238.042389751
954,194067.588833423
955,123464.268123522
956,217549.992545116
957,186729.995081753
958,124495.02857974
959,170825.373842495
960,123370.057449938
961,208865.388427295
962,225257.109881526
963,154830.530805866
964,121411.268970521
965,145995.143950199
966,128439.093635356
967,117400.773003057
968,250572.651200818
969,174223.901643052
970,141034.990988367
971,109372.603955322
972,149850.160993238
973,240701.764337031
974,238143.740104491
975,156608.829058978
976,135688.764366714
977,136195.15788307
978,147532.275639428
979,193592.477932574
980,172547.302357553
981,175046.539350061
982,154499.175965913
983,157943.548462383
984,138240.733513018
985,162621.61966376
986,134564.546595149
987,75251.4904726183
988,191746.079916782
989,193682.41953617
990,157382.07388738
991,191490.636991922
992,197377.093106486
993,195133.816242573
994,147609.499587768
995,183532.800439106
996,176228.045525463
997,147499.865820931
998,173289.143252764
999,169996.640742553
1000,156750.00541638
1001,176855.514843542
1002,231805.157453347
1003,200446.22556984
1004,127327.762319345
1005,118543.757458452
1006,119991.301529901
1007,144566.862922452
1008,164605.542301399
1009,156326.98480781
1010,124909.445342163
1011,136404.176229839
1012,191336.325726639
1013,164256.284771632
1014,175248.026445566
1015,155912.961048703
1016,145868.512019611
1017,141101.65420502
1018,164759.230414421
1019,120812.657881754
1020,198465.531982474
1021,183826.89321821
1022,178149.295252977
1023,129682.70287751
1024,188719.731312819
1025,106955.868688821
1026,164587.909887664
1027,188014.481110668
1028,150928.108506966
1029,198124.148006343
1030,175603.302779505
1031,183511.447538609
1032,169528.142761089
1033,259277.16225519
1034,125334.161831696
1035,176423.424438556
1036,187216.349886547
1037,150715.100355523
1038,167661.098188491
1039,219017.673173748
1040,217650.738197584
1041,149736.403044235
1042,147590.362196099
1043,247198.983943272
1044,211311.913867646
1045,182200.113450497
1046,259923.316449083
1047,183056.165579844
1048,192829.347805714
1049,189402.683566833
1050,139307.359739815
1051,171803.67206301
1052,188209.689729507
1053,117240.744700535
1054,200357.569786468
1055,186746.242200873
1056,161806.398781733
1057,139100.314274034
1058,187228.808111572
1059,190508.617295042
1060,122565.860110665
1061,181943.187010322
1062,164930.419828359
1063,181331.462390713
1064,154188.353649019
1065,163113.173038262
1066,177533.346556176
1067,225339.345922676
1068,163910.16782901
1069,160322.957526898
1070,157474.180001985
1071,125863.105263602
1072,146139.867265904
1073,100193.26543142
1074,177747.856912734
1075,106391.185558201
1076,152829.297506106
1077,235000.541511837
1078,157246.440149819
1079,152926.181537518
1080,156233.138447231
1081,129998.626810558
1082,167010.383305415
1083,183838.031257179
1084,152633.054843654
1085,149898.878896626
1086,132150.105211822
1087,178477.595767839
1088,134595.349609585
1089,137231.880229445
1090,177651.447731491
1091,160956.315113193
1092,161763.357098263
1093,227000.1233846
1094,108821.243291095
1095,174934.86400056
1096,194528.513439163
1097,158792.78678337
1098,228436.306215619
1099,192388.202531616
1100,218961.672985152
1101,128330.268427561
1102,193716.352521453
1103,137331.545511485
1104,173471.821177007
1105,142877.43637808
1106,162622.560061297
1107,199329.980811851
1108,164077.01656571
1109,225127.510129619
1110,129851.593511682
1111,140908.936770843
1112,190017.520443198
1113,158645.938183737
1114,185093.848398958
1115,219730.366714668
1116,158553.155044885
1117,131947.164842335
1118,144645.320205525
1119,243711.678734643
1120,183162.091434531
1121,144485.668721049
1122,107591.431556904
1123,208422.491355658
1124,200954.834103139
1125,192346.855645841
1126,219548.454015111
1127,183097.680960958
1128,159230.345707411
1129,178641.207557926
1130,165295.328576961
1131,206573.481008059
1132,172148.973745027
1133,146339.441511607
1134,168791.349137267
1135,155243.926687404
1136,158316.93794493
1137,121280.939592218
1138,192073.750832739
1139,181914.646577238
1140,154007.515935167
1141,170342.651972632
1142,134794.195088926
1143,163966.762670293
1144,151319.605755169
1145,121980.552684816
1146,201802.00161895
1147,127790.509977696
1148,273968.883735169
1149,161353.127554678
1150,158032.919783644
1151,228532.57396777
1152,145644.956295888
1153,114945.976486589
1154,157863.181426431
1155,115832.504289812
1156,130504.145057865
1157,150351.343385841
1158,223005.357516601
1159,142695.055442486
1160,168865.811377877
1161,150253.185991335
1162,154013.306612704
1163,157479.867410735
1164,121809.613971267
1165,196763.83778719
1166,204007.67840953
1167,128079.31523952
1168,180781.206667851
1169,186343.442634936
1170,205898.728023987
1171,189205.255903253
1172,223455.801626033
1173,162868.033191745
1174,171707.096388685
1175,180742.519179415
1176,191757.745256064
1177,211660.818358824
1178,216291.785638634
1179,156053.659797578
1180,147806.221935282
1181,178916.689222314
1182,168796.015327461
1183,155361.046777828
1184,201963.9278135
1185,162490.823161588
1186,168917.664604588
1187,277999.611129353
1188,97406.8191415698
1189,209556.689034041
1190,146435.422531059
1191,234153.890419241
1192,154696.609859314
1193,201477.462400791
1194,159929.983347681
1195,223356.065509496
1196,146456.43740608
1197,206836.326470074
1198,253589.854162411
1199,158512.694361096
1200,148386.388371575
1201,168477.664498934
1202,127324.862743443
1203,224807.860355894
1204,140805.176939847
1205,164148.359075045
1206,201604.888165869
1207,142699.737270532
1208,195103.895567256
1209,162554.207628286
1210,159798.835476914
1211,152656.436742049
1212,146238.107969399
1213,141114.842828167
1214,145494.667647463
1215,196997.98416872
1216,207313.698271451
1217,129380.958529748
1218,215359.95393341
1219,199297.528171046
1220,177735.91066493
1221,222118.903270147
1222,186286.838428714
1223,146469.820096288
1224,191091.315758025
1225,229776.830145937
1226,201537.665819381
1227,142170.276221713
1228,164589.100565354
1229,268393.074901204
1230,157668.157603522
1231,155644.046245861
1232,126123.639200111
1233,202246.637964374
1234,154165.044929483
1235,201417.696651541
1236,155109.942394341
1237,231182.26572303
1238,129908.009784932
1239,189258.477576716
1240,162600.756867841
1241,160452.874935532
1242,81808.979049728
1243,161892.110494333
1244,144364.231137224
1245,159655.950394618
1246,186171.666668719
1247,135690.956250101
1248,143229.932732989
1249,154693.342681455
1250,110275.829329599
1251,150909.784523958
1252,112376.958194815
1253,181168.325745755
1254,182904.574263142
1255,241216.766282313
1256,189044.168922211
1257,164374.262664473
1258,167095.34425955
1259,196507.384484856
1260,147035.947090215
1261,201842.984305698
1262,183730.791955147
1263,220542.708401084
1264,167520.300697831
1265,157944.635745722
1266,196758.470892641
1267,165362.472263914
1268,215657.149382845
1269,137649.452423087
1270,217657.557169651
1271,200003.497837358
1272,159088.974371837
1273,190709.936983672
1274,121943.033901958
1275,192921.666051067
1276,114523.749685357
1277,191918.711447065
1278,176954.25961744
1279,202272.791525794
1280,157587.976040907
1281,181621.682279075
1282,163727.243378967
1283,204306.167659994
1284,178811.013223508
1285,148735.185245613
1286,173618.130446879
1287,169170.836039817
1288,195184.251492991
1289,145437.868375821
1290,176294.825546753
1291,142618.899510243
1292,157737.03973327
1293,209981.648017235
1294,143422.304019361
1295,130995.777811104
1296,237907.762509264
1297,150934.294786263
1298,164278.724081953
1299,108911.617145839
1300,136855.965535411
1301,160232.038765359
1302,171671.942866228
1303,141057.639767978
1304,111844.261190395
1305,195891.921314695
1306,151058.7973395
1307,187642.402396146
1308,127772.719664883
1309,167295.764661271
1310,197291.264536991
1311,214533.073638041
1312,175398.390910217
1313,225843.613673215
1314,199758.721609446
1315,185156.734527688
1316,152938.958168
1317,155785.795237586
1318,167181.109237137
1319,226634.794699603
1320,181554.320340647
1321,139029.971870121
1322,164699.335116839
1323,146205.343651711
1324,142042.718156792
1325,127975.924909831
1326,150569.653124286
1327,178506.145482989
1328,128666.60290709
1329,173909.158398482
1330,208322.707647172
1331,153610.112481552
1332,233150.304175555
1333,123406.304609765
1334,205421.490432513
1335,280703.754056712
1336,177532.740479756
1337,210884.558025749
1338,188221.703418095
1339,109180.548090657
1340,188659.11899855
1341,233807.233146507
1342,93917.7255298926
1343,163341.936073383
1344,184583.859968742
1345,151506.549251614
1346,158961.211154454
1347,163399.869553344
1348,191891.758228694
1349,116206.266481342
1350,176225.715500024
1351,158412.638637173
1352,152262.149326552
1353,185814.848949557
1354,145366.017733072
1355,223577.118286233
1356,142821.230971227
1357,212030.742129965
1358,172127.427273965
1359,167794.672399859
1360,156239.413027066
1361,120158.432612695
1362,145805.937513093
1363,193229.490428953
1364,108239.352512576
1365,218388.370002486
1366,249655.741777719
1367,153626.104494412
1368,166718.907406896
1369,201287.632054922
1370,186400.621382861
1371,201384.541750379
1372,160681.790940196
1373,196596.11446399
1374,146885.639046152
1375,130135.883881122
1376,144872.274568048
1377,177413.566896604
1378,136946.897476902
1379,204348.195694669
1380,189852.511793668
1381,159371.006977182
1382,161700.797204311
1383,128946.620964578
1384,81588.5439088824
1385,119276.943898654
1386,178897.768507438
1387,188831.802409701
1388,160124.054758238
1389,180305.400229288
1390,185808.933760058
1391,166416.65554616
1392,215340.584577831
1393,196758.000378605
1394,177137.627777691
1395,146614.956384599
1396,165492.213047826
1397,217693.627939462
1398,139615.49520389
1399,181936.077477022
1400,193020.601858665
1401,128877.367198367
1402,148497.563328788
1403,175062.165923659
1404,181421.926500426
1405,211159.394064147
1406,164337.923595092
1407,207544.204594953
1408,234644.635224635
1409,177563.28566697
1410,126476.329619358
1411,167411.082015278
1412,167828.784873948
1413,201466.830262188
1414,186460.778809879
1415,256632.414788687
1416,208590.53327397
1417,83290.5267110048
1418,119008.51908019
1419,222051.539504531
1420,127063.44992064
1421,224540.703466702
1422,157413.741822995
1423,185913.159779317
1424,169639.270983803
1425,209250.203879164
1426,200667.55230172
1427,152561.012523528
1428,161853.856302612
1429,111357.03655709
1430,201500.459874283
1431,229622.474828295
1432,144829.528471749
1433,195190.123839637
1434,156426.85656718
1435,215781.774824608
1436,143179.506063518
1437,209950.460074986
1438,166199.14359323
1439,165863.975127057
1440,220074.101375086
1441,173722.278399221
1442,175536.953317041
1443,185731.975301182
1444,202087.91287021
1445,167640.358694429
1446,118352.127566903
1447,218526.35723757
1448,212508.500379318
1449,182411.195411526
1450,131558.713113518
1451,230656.312199107
1452,167478.641121523
1453,157249.912362469
1454,203355.304516136
1455,178108.777890834
1456,160058.654749286
1457,196966.885465578
1458,165090.009098766
1459,128337.12726529
1460,147779.779025656
1461,183610.769487923
1462,120523.018620484
1463,155143.09322934
1464,159218.460924087
1465,165806.781712284
1466,142726.274070909
1467,140685.941225783
1468,139916.352128174
1469,181629.844768366
1470,132204.847552789
1471,192450.479906726
1472,155299.847689018
1473,217610.528495613
1474,227628.047696354
1475,132291.695778233
1476,221788.915657345
1477,159106.641610662
1478,159153.757152037
1479,106807.193555066
1480,194801.289016593
1481,168912.405878296
1482,139952.123241733
1483,169020.615345958
1484,196757.842592183
1485,147447.086743744
1486,168098.407107326
1487,158087.067066861
1488,173219.516207626
1489,237420.637305825
1490,155183.517279706
1491,153810.202768571
1492,130667.239133504
1493,184018.150750553
1494,168834.374397208
1495,148983.918712531
1496,154240.481743222
